機關名稱,標案案號,標案名稱,決標方式,採購金額,預算金額,標的分類,招標方式,採購金額級距,決標日期
臺北市立南門國民中學,108207,108年度臺北市基層競技運動設備採購案,最低標,217800,217800,財物類,公開取得報價單或企劃書,未達公告金額,2019/8/28
臺北大眾捷運股份有限公司,C08A05111,閘流體採購,最低標,365000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/8/29
臺北市立美術館,108EX0106,「她的抽象」展覽專輯印製案,最有利標,419033,419033,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/18
臺北市立華江高級中學,1080403C0071-1,108年度戶外球場整修工程第一次契約變更,最低標,151975,151975,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/3
臺北市中山區長安國民小學,1080801,108年度側門車道透空圍籬改善工程(案號：1080801),最低標,424412,424412,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/8/1
臺北市政府文化局,108A248,名人故居故事導覽影片(二),最有利標,2000000,2000000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/24
臺北市內湖區明湖國民小學,10815,108學年度六年級校外教學參觀旅行活動勞務採購案,最有利標,1877000,1877000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/19
臺北市政府警察局通信隊,1083002601,108年度警用無線電手攜臺肩掛式麥克風,最低標,900000,500000,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/19
臺北市立景美女子高級中學,10838,山西校際交流活動採購案,最有利標,900000,900000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/26
臺北市大安區建安國民小學,108008,108年度-臺北市建安國小-育美樓老舊廁所整修工程委託規劃設計服務採購案,最有利標,201767,201767,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/26
臺北市稅捐稽徵處,1080122922,108年筆記型電腦採購案,最低標,965700,965700,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/9
臺北市北投區文化國民小學,10820,108學年度校外教學與各項活動租車採購案,最低標,781300,781300,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/25
臺北市立永吉國民中學,108022,後續擴充-108 教學大樓第3期校舍拆除及周邊環境整修工程委託規劃設計監造技術服務採購案,最低標,229548,229548,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/9
臺北市立圖書館,108AIRPUR,吉利分館等6單位空氣清淨機財物採購案,最低標,162000,162000,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/20
臺北市立龍山國民中學,1080826,108年度生活科技教室基本設備,最低標,340200,340200,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/18
臺北市中山區懷生國民小學,B10802,108年度南棟防水防漏整修工程,最低標,2723883,2723883,工程類,公開招標,公告金額以上未達查核金額,2019/9/17
臺北市立大同高級中學,10838,108年建國北路96巷停車場周邊整地及樹木修剪勞務採購案,最有利標,299500,299500,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/25
臺北市文山區永建國民小學,C10809,108年度馬明潭展場設置工程委託設計及監造勞務採購案,最有利標,323631,323631,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/23
臺北市立聯合醫院,N10824,新進專利獨家藥品9項招標案,最低標,397561025,463652100,財物類,限制性招標(經公開評選或公開徵求),巨額,2019/9/17
臺北市立至善國民中學,10812,108年新興科技教學應用設備採購,最低標,498260,498260,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/17
臺北大眾捷運股份有限公司,C08A03070,0度探頭等13項採購,最低標,14441000,預算金額不公開,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/16
臺北市立內湖高級工業職業學校,108244,【108年度充實一般科目教學設備】財物採購案,最低標,720000,720000,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/12
臺北大眾捷運股份有限公司,C08A05995,HDVR專用不斷電系統採購,最低標,237000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/10
臺北市政府都市發展局,10824003,108年度伺服器硬碟採購,最低標,180212,180212,財物類,公開取得電子報價單,未達公告金額,2019/9/11
臺北市立文獻館,108020311-1,臺北市公立學校第二期文物普查勞務採購案第1次契約變更,最低標,29999,29999,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/8/26
臺北市立美術館,108EX0101,「小說：雙城計畫」展藝術家伊娃?費南德茲作品製作案,最低標,132900,132900,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/11
臺北大眾捷運股份有限公司,B08A00155,電聯車座椅塗裝翻修工作,最低標,5489000,5489000,勞務類,公開招標,公告金額以上未達查核金額,2019/9/24
臺北市立圖書館,108Y0902001,永春分館廁所整修工程,最低標,1778969,1778969,工程類,公開招標,公告金額以上未達查核金額,2019/9/25
臺北市萬華區萬大國民小學,WDES108C06,108年度教學擴音設備財務採購案,最低標,190000,190000,財物類,公開取得電子報價單,未達公告金額,2019/9/17
臺北市立麗山高級中學,1080028,108年度數位星象投影裝置採購案,最低標,129000,129000,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/18
臺北市中山區中山國民小學,108CSPS15,108學年度游泳教學游泳池租借暨聘請游泳教練協助教學採購,最低標,130800,130800,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/8/29
臺北市立南港高級工業職業學校,108D07-1,中央廚房設施設備及行政辦公室設施設備優質化工程契約變更,最低標,190792,190792,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/10
臺北市政府工務局衛生下水道工程處,S10824108025,總顧問委託專業服務工作(第1期),最有利標,21270000,10670000,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/12/11
臺北市動物保護處,108027,108年度臺北市野生動物棲息地清疏維護工程,最低標,4464286,4450933,工程類,公開招標,公告金額以上未達查核金額,2019/9/10
臺北市大同區太平國民小學,108012,108學年度幼兒園一般食材(非生鮮)採購案,最有利標,649157,649157,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/5
臺北市立松山高級工農職業學校,108A035Y-1,108學年度第1學期教科書,最低標,102272,102272,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/7/10
臺北市立松山高級工農職業學校,108A035Y-7,108學年度第1學期教科書,最低標,250292,250292,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/7/10
臺北市中正區螢橋國民小學,C10807,108年度兒童遊戲場(含幼兒園)修繕汰換委託設計監造勞務採購,最有利標,112989,112989,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/24
臺北市立美術館,108EP0095,IN-site : 2019 X-site國際論壇講者Assmble工作費案,最低標,141900,141900,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/5
臺北市政府文化局,108A251,108年度歷史建築三井物產株式會社舊倉庫建物暨公共意外責任保險,最低標,250000,250000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/24
臺北大眾捷運股份有限公司,C08A06546,371型牽引馬達非驅動端絕緣軸承等8項採購,最低標,553000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/24
臺北市大同區延平國民小學,1080306,108年度延平國小游泳館整修工程委託規劃設計監造勞務採購案,最有利標,240441,240441,勞務類,公開取得報價單或企劃書,未達公告金額,2019/7/30
臺北市內湖區公所,1082020,內湖區瑞陽里108年度重陽節宣導品採購案,最有利標,190000,190000,財物類,公開取得報價單或企劃書,未達公告金額,2019/8/13
臺北自來水事業處,1061025C0125-01,直潭淨水場第一座快濾池設備改善工程(CCO),最低標,11436800,11436800,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/8/1
臺北市立聯合醫院,F108026,108年度各院區原子章採購案,最低標,738300,369150,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/26
臺北市中山區長春國民小學,108B05,108年度幼兒園遊戲場汰換修繕工程,最有利標,870526,870526,工程類,公開取得報價單或企劃書,未達公告金額,2019/9/27
臺北市信義區吳興國民小學,108020,108學年度六年級戶外教育參觀旅行活動採購,最有利標,1115100,1115100,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/17
臺北市南港區健康服務中心,NK108003,108年度檔案管理業務勞務採購,最有利標,114375,114375,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/14
臺北市文山區永建國民小學,B10808-1,臺北市學校環境教育中心獨木舟財物採購案,最有利標,942000,942000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/3
臺北市立萬華國民中學,108C1001,臺北市108學年度學生舞蹈比賽燈光、音響及錄影製作勞務採購案,最有利標,270000,270000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/16
臺北市停車管理工程處,1083A013,本市同安街平面停車場受保護樹木(26號)修剪、設置支撐架、腐朽清創及導根改善工程、褐根病偵測(6棵)暨倒塌榕樹褐根病防治,最低標,808710,808710,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/19
臺北市立南港高級工業職業學校,108C22-10,108學年度第1學期教科書採購,最低標,284884,284884,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/8/23
臺北市士林區公所,10812-01,108年士林區臨溪、芝山岩區民活動中心廁所及戶外地坪整修工程(第1次設計變更),最低標,51820,51820,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/18
臺北市立啟智學校,108-12-1,行政大樓(含活動中心)耐震補強暨斜屋頂、外牆、鋁門窗等改善及優質化工程-第一次契約變更,最低標,331198,331198,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/8/21
臺北市政府文化局,107B002-01,歷史建築原臺北刑務所官舍修復工程第一次契約變更,最低標,2881004,2881004,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/18
臺北市立聯合醫院,R108100,108年行動掛號App資安檢測委外服務採購案,最低標,210000,210000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/2
臺北市士林區溪山國民小學,1080816,108年度綠屋頂建置工程,最有利標,306376,預算金額不公開,工程類,公開取得報價單或企劃書,未達公告金額,2019/10/4
臺北市政府社會局,1092005,委託辦理臺北市托嬰中心收托身心障礙暨發展遲緩兒童輔導服務及篩檢培力,最有利標,4935888,2954888,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/12/2
臺北市立景興國民中學,10801-01,108年跑道球場整修工程案第二次契約變更案,最低標,188970,188970,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/20
臺北市立長安國民中學,10819,108年度體育班器材設備財物採購,最低標,348600,348600,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/1
臺北市立永春高級中學,10820E,3A教學基地無人商店及智慧場域機電感測串接,最低標,2220000,2040000,財物類,公開招標,公告金額以上未達查核金額,2019/10/8
臺北市立大同高級中學,10846,108年度補助高中重點學校基層運動選手訓練站訓練環境及器材設備計畫經費財物採購,最低標,450000,450000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/9
臺北市政府,1080820S0124a109,委託辦理臺北市早期療育社區資源中心,最有利標,25625342,14845170,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/12/2
臺北市政府體育局,tms108137,108年度各球場夜間照明經常性電器維護勞務採購案(第2標),最低標,4180490,2190245,勞務類,公開招標,公告金額以上未達查核金額,2019/10/18
臺北市北投區逸仙國民小學,108306,108學年幼兒園麵包及蛋糕類點心食材招標,最有利標,570712,570712,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/15
臺北市政府警察局交通警察大隊,109004,109年度辦公大樓清潔維護案,最低標,3415392,1707696,勞務類,公開招標,公告金額以上未達查核金額,2019/10/18
臺北市立天文科學教育館,108D13,108年市民東部野外觀測天文營住宿、餐飲採購案],最低標,229200,229200,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/18
臺北市信義區博愛國民小學,108B012,108年配電室更換ACB財物採購,最低標,141750,141750,財物類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/16
臺北市稅捐稽徵處,1080122809,108年萬華分處及機會稅科牌照稅股辦公設備拆除清運施作採購案,最低標,189940,189940,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/24
臺北市殯葬管理處,1080210,陽明山第一公墓14區墓道擋土牆修復及興隆段1小段394-8地號圍牆拆除工程,最低標,832741,832741,工程類,公開取得報價單或企劃書,未達公告金額,2019/9/24
臺北市政府工務局水利工程處,10807002040200402-01,108年度雨水下水道預約維護工程(南港、內湖區)(文山、萬華區)(北投區)-變更,最低標,2400000,2400000,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/6/12
臺北市南港區舊莊國民小學,10812,108年樂器採購,最有利標,300000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/27
臺北市萬華區西園國民小學,10820,幼兒園設施改善工程,最低標,212487,212487,工程類,公開取得報價單或企劃書,未達公告金額,2019/10/8
臺北大眾捷運股份有限公司,B06A00194-1,臺北小巨蛋緊急不斷電設備(UPS)維護工作(第1次契約變更),最低標,1340917,1340917,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/11
臺北市大安區公所,Daan10815,大安區群英里增設社區活動空間委託技術服務,最有利標,214836,214836,勞務類,公開取得報價單或企劃書,未達公告金額,2019/9/25
臺北市政府,1080917S0140a109,委託辦理臺北市西區輔具中心,最有利標,36500954,13869720,勞務類,限制性招標(經公開評選或公開徵求),巨額,2019/12/2
臺北市政府工務局大地工程處,GEO1085036-01,108年度臺北市山坡地邊坡(南區)暨農業環境維護預約式工程委託設計監造技術服務案（第1次契約變更）,最低標,691623,691623,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/26
臺北市政府環境保護局北投垃圾焚化廠,PT108107-1,108年度廠區及周界環境品質監測作業,最低標,79800,79800,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/2
臺北市政府觀光傳播局,1070801S0119-02,107年度北北基好玩卡服務整合及行銷推廣委託專業服務案第2次變更契約,最低標,2720000,2720000,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/4
臺北市立景美女子高級中學,10840,108學年度學生上學專車採購案,最低標,3120000,3120000,勞務類,公開招標,公告金額以上未達查核金額,2019/10/22
臺北市政府警察局信義分局,A108008-1,六張犁派出所辦公廳舍租賃案第一次後續擴充,最低標,4440000,4440000,財物類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/4
臺北市立大學,C108083,108年度教學軟體,最低標,1750000,1750000,財物類,公開招標,公告金額以上未達查核金額,2019/9/25
臺北市政府社會局,1082088,臺北五心銀向幸福主題網站視覺暨內容規劃案,最有利標,950000,950000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/29
臺北市南港區玉成國民小學,108B05-1,仁愛樓廁所整修工程,最低標,204000,204000,工程類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/9/24
臺北市政府捷運工程局第一區工程處,CF640-IFUX07,環狀線CF640區段標工程之IFUX07子施工標新增工程案,最低標,61922816,61922816,工程類,限制性招標(未經公開評選或公開徵求),查核金額以上未達巨額,2019/9/18
臺北市立內湖高級工業職業學校,108416,108年全國語文競賽現場錄影轉播案勞務採購案,最有利標,3692500,3692500,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/16
臺北市信義區興雅國民小學,108C002,108年度兒童遊戲場修繕汰換工程,最有利標,997849,997849,工程類,公開取得報價單或企劃書,未達公告金額,2019/10/2
臺北市立動物園,10820804,108年度乾草等一批(開口契約),最低標,4567040,1141760,財物類,公開招標,公告金額以上未達查核金額,2019/10/5
臺北市政府衛生局,W108047,108年大腸癌篩檢宣導品,最低標,500000,500000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/2
臺北市立美術館,108EX0114,「董陽孜：行墨」展覽國際運輸案,最有利標,980000,980000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/5
臺北市立百齡高級中學,108031,108學年度補助各級學校約用運動防護人員巡迴服務計畫資本門設備,最低標,298500,298500,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/16
臺北市立聯合醫院,108FG02,前後房手術類一批眼材採購,最低標,43812600,56526130,財物類,公開招標,公告金額以上未達查核金額,2019/10/24
臺北市交通管制工程處,te108057,108年度數位攝影機系統新增汰換租賃案,最低標,36713088,2164962,財物類,公開招標,公告金額以上未達查核金額,2019/10/2
臺北市萬華區西園國民小學,10821,108學??六?級校外教學?觀??活動,最有利標,658700,658700,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/23
臺北市政府,1080726P0063,中央機房暨陽明院區不斷電系統汰換建置採購案,最低標,6235000,6235000,財物類,公開招標,公告金額以上未達查核金額,2019/10/16
臺北市立大安高級工業職業學校,H0610807,108學年度全國工業類學生技藝競賽活動,最有利標,432800,432800,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/16
臺北市殯葬管理處,1080509-1,108年度第一、第二殯儀館禮廳粉刷油漆第一次契約變更,最低標,60500,60500,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/1
臺北市立松山高級工農職業學校,108B017W,108學年度四技二專模擬考委外案,最有利標,360200,360200,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/2
臺北市內湖區康寧國民小學,10820,108年度綠屋頂綠牆,最有利標,233500,233500,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/9
臺北自來水事業處,1.08E+31,陽明區溫泉管線設備維修工程B,最低標,3782160,3151800,工程類,公開招標,公告金額以上未達查核金額,2019/10/8
臺北大眾捷運股份有限公司,C08A05863,321/341型電聯車直抗搖桿採購,最低標,3550000,預算金額不公開,財物類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/11/4
臺北市立金華國民中學,108C006,108學年度7年級校外教學參觀旅行活動,最有利標,733800,733800,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/22
臺北市立美術館,108EX0124,「Performa 19無牆台灣館」黃博志作品製作案,最低標,897000,897000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/16
臺北市立大學,C108095,教育部108年中小學校長課程領導國際學術研討會,最低標,341000,341000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/4
臺北市立聯合醫院,F108023,仁愛院區健檢中心早餐餐點採購案,最有利標,984700,984700,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/27
臺北市立聯合醫院,A108178,桌上型標籤條碼列印機採購案,最低標,480200,284200,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/28
臺北市信義區吳興國民小學,108009,108學年度委託辦理兒童課後照顧服務勞務採購,最有利標,4500000,4500000,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/7/22
臺北市萬華區雙園國民小學,108204,108年度魏氏兒童智力量表第五版測驗工具財物採購案,最低標,1392500,1392500,財物類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/15
臺北大眾捷運股份有限公司,B06A00127-1,台灣三菱電梯及電扶梯設備維護工作(第1次契約變更),最低標,1415456,1415456,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/14
臺北市市場處,108W68,108年度寧夏夜市大變身行銷宣傳案,最有利標,995000,995000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/11
臺北大眾捷運股份有限公司,C08A05858,導電軌高速端部組件採購,最低標,4999000,4999000,財物類,公開招標,公告金額以上未達查核金額,2019/9/16
臺北市北投區清江國民小學,1080313,108年度第2次校園樹木褐根病防治勞務採購,最有利標,379600,379600,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/16
臺北市政府,1080816C0148,108至109年度中興院區9A及10A病房整修工程,最有利標,39167507,39167507,工程類,公開招標,公告金額以上未達查核金額,2019/11/19
臺北市文山區景美國民小學,P10801,108年英語教室學生課桌椅採購,最有利標,207000,207000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/29
臺北市市場處,108W59,108年度寧夏路臨時攤販集中場優化提升設計案,最有利標,900000,900000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/11
臺北市政府民政局,108306-02,「林安泰古厝民俗文物館108年度推廣活動」勞務採購案第2次契約變更,最低標,220483,220483,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/17
臺北市立聯合醫院,N10824,新進專利獨家藥品9項招標案,最低標,397561025,429602500,財物類,限制性招標(經公開評選或公開徵求),巨額,2019/10/29
臺北市內湖區東湖國民小學,dhes10832,109年度圖書館整修工程委託設計技術服務,最有利標,278685,153277,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/25
臺北市立聯合醫院,R108093,心電圖管理系統軟體維護暨功能增修委外服務採購案,最低標,486000,486000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/8/29
臺北市政府警察局中正第一分局,10901,辦公大樓清潔維護勞務採購案,最低標,2100000,1680000,勞務類,公開招標,公告金額以上未達查核金額,2019/11/5
臺北市中正區忠義國民小學,ZY1080930,108年度弱電系統更新工程,最低標,2540296,2540296,工程類,公開招標,公告金額以上未達查核金額,2019/10/25
臺北市立聯合醫院,108FH05,銩雷射光纖等泌尿手術衛材採購案,最低標,45717825,48471300,財物類,公開招標,公告金額以上未達查核金額,2019/11/1
臺北市政府工務局水利工程處,108243,新生閘門室地坪鋪面隆起破裂及錦州站站體部份混凝土龜裂檢修案,最低標,175200,175200,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/25
臺北市立大直高級中學,108027,108年度荷花池步道修繕,最有利標,400000,400000,工程類,公開取得報價單或企劃書,未達公告金額,2019/10/31
臺北市立百齡高級中學,108029,108年度前瞻計畫4.5.1_校園智慧網路及4.5.3_高中職學術聯網介面優化頻寬提升計畫採購案,最低標,2000000,2000000,財物類,公開招標,公告金額以上未達查核金額,2019/10/29
臺北市立木柵高級工業職業學校,108071,108學年度高二學生校外教育旅行活動案,最有利標,3157950,3157950,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/11/4
臺北市立聯合醫院,108C11,定性免疫法糞便潛血試劑採購案,最低標,1130000,847000,財物類,公開招標,公告金額以上未達查核金額,2019/11/7
臺北市殯葬管理處,1080610-1,108年無名（主）屍處理（含火葬土葬費用）及相驗暨解剖中心大體搬（接）運與清潔維護勞務採購契約第一次契約變更,最低標,539123,539123,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/18
臺北市政府工務局衛生下水道工程處,108002004-1,108年度污水下水道業務管理系統（含3D設備系統）功能增修及維護案第1次契約變更 ,最低標,259202,259202,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/22
臺北市北投區逸仙國民小學,108105,108年度逸仙國小戶外遊戲場工程,最有利標,930972,930972,工程類,公開取得報價單或企劃書,未達公告金額,2019/11/8
臺北市北投區大屯國民小學,10804,兒童遊戲場汰換修繕工程,最低標,1018659,1018659,工程類,公開招標,公告金額以上未達查核金額,2019/10/23
臺北市中山區公所,10820-01,臺北市中山區23座區民活動中心LED燈具及燈具安裝施工第1次契約變更,最低標,5918,5918,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/8
臺北市立明倫高級中學,1080901,108學年度高二生命教育體驗營採購案,最有利標,267360,267360,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/14
臺北大眾捷運股份有限公司,C08A00403,貓空纜車文宣印製採購,最低標,438669,398790,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/24
臺北市立南港高級工業職業學校,108A33,檢修教學實驗器等,最低標,249000,249000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/5
臺北市立?公國民中學,108205,108、109年度北側擋土牆改善工程委託設計(監造)技術服務勞務採購案,最有利標,194986,107242,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/31
臺北市立木柵高級工業職業學校,108072,檢定電腦廣播系統,最低標,150000,150000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/5
臺北市教師研習中心,A10818,108年度資訊設備平板電腦採購案,最有利標,164700,164700,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/5
臺北市立內湖高級工業職業學校,108252,108年度充實基礎教學實習設備-高速電路板雕刻機(C-2)財物採購案,最低標,739000,739000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/5
臺北自來水事業處工程總隊,10753009F34-2cco,107、108年度臺北北區及陽明區供水管網改善配合工程第2次修正契約新增項目,最低標,3254138,3254138,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/24
臺北市政府衛生局,C108034,108年度臺北市觀光夜市推動食品安全微笑標章計畫,最有利標,550000,550000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/10/8
臺北市政府消防局,651810826,108年度「視訊119」APP功能擴充採購案,最低標,560000,560000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/25
臺北市立南港高級工業職業學校,108F07,圖資大樓3樓閱覽室整修,最有利標,1867300,1867300,勞務類,限制性招標(經公開評選或公開徵求),公告金額以上未達查核金額,2019/11/6
臺北市文山區萬芳國民小學,1083007,108年度幼兒園學前分散式資源班運動用品財物採購案,最有利標,334178,334178,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/23
臺北市立龍山國民中學,1080905,108學年度9年級畢業紀念冊製作,最有利標,136000,預算金額不公開,財物類,公開取得報價單或企劃書,未達公告金額,2019/9/18
臺北市政府工務局大地工程處,GEO1082039-01,108年度臺北市山區道路緊急處理工程(分4項)(第1次契約變更),最低標,48700000,48700000,工程類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/12/23
臺北市立雙園國民中學,B10810,生活科技教室基本設備採購案,最低標,600000,600000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/8
臺北市立聯合醫院,108FE01,手術縫合器、耐高壓植入式注射座等外科手術耗材採購案,最低標,20318240,9123400,財物類,公開招標,公告金額以上未達查核金額,2019/10/25
臺北市政府體育局,tms108143,「2019年第5屆臺北城市青少年社區棒球對抗賽工作人員及裁判聘用」勞務採購案,最低標,150000,150000,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/7
臺北市立松山高級工農職業學校,108A047Y,108年度優化實作環境電機科直流電機、變壓器、電工機械實驗器3套採購案,最低標,583000,583000,財物類,公開取得報價單或企劃書,未達公告金額,2019/10/30
臺北市政府體育局,tms108136,「2019臺北馬拉松國際田徑總會公路賽銅標籤認證專案服務」勞務採購案,最低標,4900000,4900000,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/9/27
臺北大眾捷運股份有限公司,C08A00440,衛生紙及擦手紙採購,最低標,76753367,69775788,財物類,公開招標,查核金額以上未達巨額,2019/11/11
臺北自來水事業處,10831131V34,108年自來水園區公館聖誕季臨時節慶裝置案,最有利標,320000,320000,勞務類,公開取得報價單或企劃書,未達公告金額,2019/11/21
臺北市政府工務局大地工程處,GEO1072055-01,107年度山區道路改善及維護工程委託監造技術服務案（第1次契約變更）,最低標,136946,136946,勞務類,限制性招標(未經公開評選或公開徵求),未達公告金額,2019/10/14
臺北大眾捷運股份有限公司,C08A03553,魔法星際飛車底板等10項採購,最低標,1537614,1537614,財物類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/25
臺北市政府工務局水利工程處,H108006-01,108年度全市河濱公園流動廁所租賃及清潔維護工作-變更 ,最低標,1112700,1112700,勞務類,限制性招標(未經公開評選或公開徵求),公告金額以上未達查核金額,2019/10/22
臺北市士林區士林國民小學,A18017, 108年度屋頂綠化採購案,最有利標,250000,250000,財物類,公開取得報價單或企劃書,未達公告金額,2019/11/5
臺北市政府工務局衛生下水道工程處,108001009,108年度宣導用紀念品採購案,最有利標,516000,516000,財物類,公開取得報價單或企劃書,未達公告金額,2019/12/12
